(793 % 8388608,1 % 2)
(1111421091958720065637510078910754312025251390592578237447963045731749444616761 % 28379891032275453155627819570068143577475649570234121746777377170691979420483012982,1865 % 3731)
(1123147032721819536255234787441997646089164092680505312080726829455691751671541 % 28731861479486486096492767175059822522414979864558837757434680911602757875823846074,1866 % 3733)
(1134987614257140321074160568608971651209009823892875451506461417724188085151409 % 29088005063822247516122766083959285453317416431917069101914286945414543151855468750,1867 % 3735)
(1146943857606989945033146082640701207620466569141217521801746286708840423117081 % 29448368989628700908953324715047695475129648846864431212576214123121288033002685906,1868 % 3737)
(1159016791840249000169817201940146160978032227364927126152139457662836690893321 % 29813000969502995437113687693929179146849387007296887973330254921104012774500254438,1869 % 3739)
(1171207454104112077065691753543101883444836097628142441726010105963157151097981 % 30181949229489415562896706890855390092315666459060312673650062801805150944722905642,1870 % 3741)
(1183516889676036242834136548925953617889805874736892768812975883988215025465921 % 30555262514325627093260578790914767298042075490107953494634995264407733228435994814,1871 % 3743)
(1195946152015896283520077920642856981363213924223391201162539434124431927052449 % 30932990092739679206981126781026967593694102398335714562445094102597236633300781250,1872 % 3745)
(1208496302818345899047797653423905290844278984731436283948634792352865141042521 % 31315181762798225985149327313539090010448939435268378126815728702472520358618069846,1873 % 3747)
(1221168412065384008695886492112521747491463747627513215006233166077849928042501 % 31701887857306434947597236313681577109066947700828463628597182677509927988978297498,1874 % 3749)
(1233963558079125294491916194250572247388241388310670969923714811589446153970001 % 32093159249260054111775363576510575998977973103161784608695378531071988550084547502,1875 % 3751)
(1246882827574774078899005602756528703218724429743284930545249189465645005545001 % 32489047357350113136836531553236281702743540720702444869765441864769869521009535154,1876 % 3753)
(1259927315713800601707531712833004208273179253644074186713483081870852151323689 % 32889604151520738194447681246686040977584585003716820543287735098624229431152343750,1877 % 3755)
(1273098126157318729143066170734319253159821747472400327589141709384365465509261 % 33294882158580564319395980177579362925682703618146715016251394917889100691503410186,1878 % 3757)
(1286396371119664095851451414223459373735471158714078885665527849352796650662881 % 33704934467868233137624672516294422365028171816680037754545075934744405219683539358,1879 % 3759)
(1299823171422171647618976122412684377736109989759120920241942468231109601062321 % 34119814736972468047174826089880776081948563556231778920702381271425249473657990562,1880 % 3761)
(1313379656547151519425030856789059030459477813510152064740879672264803819292281 % 34539577197507223138870632257924824238681609151624322003847092853734074160352119094,1881 % 3763)
(1327066964692062149701542167948223171382322918608532913869762178956973802340629 % 34964276660942406388719091424147642809636892276836781793853229202675819396972656250,1882 % 3765)
(1340886242823879497482973443864712265823125130931130659263074076667353133410801 % 35393968524490681933152400771008055394604495590264869232650307498098342214866358926,1883 % 3767)
(1354838646733661194467775476376200185982560966722669840515310608528700876251961 % 35828708777050860551677537135188842275165243347649643221861463793567387966906032018,1884 % 3769)
(1368925341091304428871856525890194816189112799162927758696181308516766832954441 % 36268554005208391829468547385056722217148019293600006847758467400702978826263686822,1885 % 3771)
(1383147499500496322331862933604151343888991157123937564909676394341003870191261 % 36713561399293475855200848258541724016155427313452756736277326345275959676648198634,1886 % 3773)
(1397506304553855525005714035873805017050544330785405880381463884833438197328769 % 37163788759497316727243112218160584734924722474417819739755941554903984069824218750,1887 % 3775)
(1412002947888263717414770497171139494271237786121752694149261879122869795240641 % 37619294502047044594452589563877058743128245336349688162409142257378182466481768066,1888 % 3777)
(1426638630240385670471038308211064804485272445089418811976671011922244753657241 % 38080137665439837446527314636616576980350191571858708986204437697918365848141427478,1889 % 3779)
(1441414561502376477528680236315495659227239935287503390029411246959747555725861 % 38546377916736778393418712572759965069802664219607239679629911614855758649068488282,1890 % 3781)
(1456331960777774534186534274279218166291705400296996033695924164110054539575441 % 39018075557916988733967643799571289077393032923987389475900389158899912031243025774,1891 % 3783)
(1471392056437578802941989220250998015069303569947215879308696753000815106113609 % 39495291532292581710964723002334551594133731114371243397402294256520271301269531250,1892 % 3785)
(1486596086176508860651057973910147683540826972699142208446366469572449081842281 % 39978087430984986483522511768605715104113669842540224542105525888516213392395689606,1893 % 3787)
(1501945297069446187079388552656844645559552798653510458671780080542209513826221 % 40466525499463196518255462899622942290023643745712566205179219255820614896946977738,1894 % 3789)
(1517440945628055112628782000491705512359905580099868385672935189461378668706081 % 40960668644144501308567724012482021850395113396558936541591931123122732631481646942,1895 % 3791)
(1533084297857581802588017375700429223513829166227161149884460097557412328378321 % 41460580439058265076625416219504326801825095610673361721337269228192707565866652514,1896 % 3793)
(1548876629313829613979839885285871680984470698848955106058898123638755695870649 % 41966325132573320895617023233593918879081321103449129740112924115157127380371093750,1897 % 3795)
(1564819225160309119252222556353346443277141957649257957815282478425200461159221 % 42477967654189553490963207389367032683910649307257130337068136423619208523989375546,1898 % 3797)
(1580913380225561048685788333130960400606034253124409324769274350643364455556401 % 42995573621394248838507791466723202449683322779587261705996946516188283133317534798,1899 % 3799)
(1597160399060650360454851675426884335708332018515179018632486632226240672224601 % 43519209346583793575688830292245863038845605141285476269860021213956426859930814802,1900 % 3801)
(1613561595996829603781129509444666596417046064226235507487070986333851063883401 % 44048941844051312178538619400768581356423969355223572649095412948555256658897930854,1901 % 3803)
(1630118295203369696550952638863121838188896077706793554085685514673988365875389 % 44584838837040834833382091585048542224862114559625307269862934262299537658691406250,1902 % 3805)
(1646831830745556194122900956211054258025352234732954089431659951064008909984961 % 45126968764868593947584256935907584706699937511221778896258227342861684256003277886,1903 % 3807)
(1663703546642849080827257696687111489565520782688543863418377462537139491245281 % 45675400790112052298931060486529760839668871793921101413117798952465394191181550658,1904 % 3809)
(1680734796927204069845546044587739509247889574975364867147899694330136080360921 % 46230204805867270918508180469989196074126678789835684693013597792112211863118043862,1905 % 3811)
(1697926945701553350751639530053450336018159212858117645362489202389847296474181 % 46791451443075229937564802959108312343990541192876510464769512030285730426268512794,1906 % 3813)
(1715281367198443676989436726258413346639779971339918006416565499345488097253329 % 47359212077917720805112248364496582487374198743359021505714144672083854675292968750,1907 % 3815)
(1732799445838829637949718242641643546401472115554778352295472483582976925713001 % 47933558839283433500210497445787416872471671121984315342362073759515001931121048626,1908 % 3817)
(1750482576291019912084363547729984833969380548370015057016508008947694277640361 % 48514564616304867621341230028540947834738580605177187868831238129152448892617077318,1909 % 3819)
(1768332163529774248653346141742100012718570390322934493143486760451962763694541 % 49102303065966701535258077752450214975203775790677457771746653923297410515355786122,1910 % 3821)
(1786349622895548876232542770214874940410020997164692507613370468293994511384161 % 49696848620786259109549613561018106230223991807918767444817932568242158676606850334,1911 % 3823)
